"ID","NVNUMERO","NVESTADO","FECHA_NV","FECHA_ENTREGA","CONCAUTO","CODPROD","NVCANT","CANT_FACT","DIF_FACT","NVPRECIO","DETPROD","NOMAUX","CODPROC","PROCESO","DESCPROC","TIEMPO","CANTPROD"
364,13667,A,"2025-04-03","2025-04-03",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
365,13667,A,"2025-04-03","2025-04-03",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
366,13667,A,"2025-04-03","2025-04-03",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P082,ENCOLADO,PROCESO DE ENCOLADO 18,5,6400
367,13668,A,"2025-03-27","2025-04-10",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
368,13668,A,"2025-03-27","2025-04-10",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
369,13668,A,"2025-03-27","2025-04-10",N,REL0950001839.509B,6000,0,6000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P082,ENCOLADO,PROCESO DE ENCOLADO 18,5,6400
370,13669,A,"2025-03-27","2025-04-17",N,REL0950001839.509B,5869,0,5869,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
371,13669,A,"2025-03-27","2025-04-17",N,REL0950001839.509B,5869,0,5869,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
372,13669,A,"2025-03-27","2025-04-17",N,REL0950001839.509B,5869,0,5869,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P082,ENCOLADO,PROCESO DE ENCOLADO 18,5,6400
373,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P018,TROZADO,PROCESO DE TROZADO,45,750
374,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
375,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P024,OTRO,PROCESO DE PRENSADO,60,1520
376,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P025,OTRO,PROCESO DE DOBLADO,90,360
377,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
378,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
379,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P038,IMPRESION,PROCESO IMPRESION 4,240,150
380,13670,A,"2025-03-27","2025-04-17",N,EMP093009301025D99,60,0,60,0.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,CRISTIAN MULLER DOMINGUEZ ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
381,13671,A,"2025-03-27","2025-03-27",N,REL0950002537.509B,600,0,600,897.00,RELLENO 95C25 37.5 09B CELDA 249,MANUEL ANDRES ERAZO MERCADO ,P007,OTRO,PROCESO AMARRADO,10,3250
382,13671,A,"2025-03-27","2025-03-27",N,REL0950002537.509B,600,0,600,897.00,RELLENO 95C25 37.5 09B CELDA 249,MANUEL ANDRES ERAZO MERCADO ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
383,13671,A,"2025-03-27","2025-03-27",N,REL0950002537.509B,600,0,600,897.00,RELLENO 95C25 37.5 09B CELDA 249,MANUEL ANDRES ERAZO MERCADO ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
384,13672,A,"2025-03-28","2025-04-17",N,REL1100002538.509B,700,0,700,1196.00,RELLENO 110C25 38.5 09B CELDA 249,COMERCIAL E INDUSTRIAL GREEN DOORS LTDA. ,P007,OTRO,PROCESO AMARRADO,10,3250
385,13672,A,"2025-03-28","2025-04-17",N,REL1100002538.509B,700,0,700,1196.00,RELLENO 110C25 38.5 09B CELDA 249,COMERCIAL E INDUSTRIAL GREEN DOORS LTDA. ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
386,13672,A,"2025-03-28","2025-04-17",N,REL1100002538.509B,700,0,700,1196.00,RELLENO 110C25 38.5 09B CELDA 249,COMERCIAL E INDUSTRIAL GREEN DOORS LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
387,13672,A,"2025-03-28","2025-04-17",N,REL1100002538.509B,700,0,700,1196.00,RELLENO 110C25 38.5 09B CELDA 249,COMERCIAL E INDUSTRIAL GREEN DOORS LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
388,13672,A,"2025-03-28","2025-04-17",N,REL1100002538.509B,700,0,700,1196.00,RELLENO 110C25 38.5 09B CELDA 249,COMERCIAL E INDUSTRIAL GREEN DOORS LTDA. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
389,13673,A,"2025-03-28","2025-04-17",N,REL1100002136.509B,500,0,500,937.00,RELLENO 110C21 36.5 09B CELDA 291,MADERAS Y ESTRUCTURAS METALICAS SPA ,P007,OTRO,PROCESO AMARRADO,10,3250
390,13673,A,"2025-03-28","2025-04-17",N,REL1100002136.509B,500,0,500,937.00,RELLENO 110C21 36.5 09B CELDA 291,MADERAS Y ESTRUCTURAS METALICAS SPA ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
391,13673,A,"2025-03-28","2025-04-17",N,REL1100002136.509B,500,0,500,937.00,RELLENO 110C21 36.5 09B CELDA 291,MADERAS Y ESTRUCTURAS METALICAS SPA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
392,13673,A,"2025-03-28","2025-04-17",N,REL1100002136.509B,500,0,500,937.00,RELLENO 110C21 36.5 09B CELDA 291,MADERAS Y ESTRUCTURAS METALICAS SPA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
393,13674,A,"2025-03-28","2025-04-17",N,REL11000025003809B,500,0,500,1153.00,RELLENO 110C25 38.0 09B CELDA 249,HOL CHILE INDUSTRIAL LTDA ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
394,13674,A,"2025-03-28","2025-04-17",N,REL11000025003809B,500,0,500,1153.00,RELLENO 110C25 38.0 09B CELDA 249,HOL CHILE INDUSTRIAL LTDA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
395,13674,A,"2025-03-28","2025-04-17",N,REL11000025003809B,500,0,500,1153.00,RELLENO 110C25 38.0 09B CELDA 249,HOL CHILE INDUSTRIAL LTDA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
396,13675,A,"2025-03-28","2025-04-17",N,TRO047004700201C32,90,0,90,3276.00,TAPA 470*470*200 C32 TRO OCTO,INDUSTRIAS CERESITA S.A. ,"",OTRO,"",0,0
397,13675,A,"2025-03-28","2025-04-17",N,TRO141513150120C30,45,0,45,3202.00,FONDO 445*445*120 C30 TRO OCTO1000,INDUSTRIAS CERESITA S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
398,13675,A,"2025-03-28","2025-04-17",N,TRO141513150120C30,45,0,45,3202.00,FONDO 445*445*120 C30 TRO OCTO1000,INDUSTRIAS CERESITA S.A. ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
399,13675,A,"2025-03-28","2025-04-17",N,TRO141513150120C30,45,0,45,3202.00,FONDO 445*445*120 C30 TRO OCTO1000,INDUSTRIAS CERESITA S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
400,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
401,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P024,OTRO,PROCESO DE PRENSADO,60,1520
402,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P025,OTRO,PROCESO DE DOBLADO,90,360
403,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
404,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
405,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P030,IMPRESION,PROCESO DE IMPRESION 3,180,200
406,13675,A,"2025-03-28","2025-04-17",N,EMP093009301150D98,45,0,45,37496.00,BIN 465*465*1150 D98 O3 OCTO 1100,INDUSTRIAS CERESITA S.A. ,P059,OTRO,PROCESO SACABOCADO 1,60,300
407,13676,A,"2025-03-28","2025-04-17",N,TER285021600006BOL,45,0,45,19318.00,BOLSA ABIERTA CON 1 VALVULA 2 PULG,INDUSTRIAS CERESITA S.A. ,"",OTRO,"",0,0
408,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
409,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
410,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P018,TROZADO,PROCESO DE TROZADO,45,750
411,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
412,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P053,OTRO,PROCESO DE AJUSTE 300,1,1
413,13677,A,"2025-03-28","2025-04-17",N,CAJ165004000300D92,50,0,50,9422.00,CAJA 1650*400*300 D92 ST.,HOSCH CHILE SPA ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
414,13677,A,"2025-03-28","2025-04-17",N,CAJ130004000300D92,100,0,100,8682.00,CAJA 1300*400*300 D92 ST.,HOSCH CHILE SPA ,P095,TROZADO,PROCESO TROZADO MEDIANO,25,50000
415,13678,A,"2025-03-28","2025-03-28",N,CAJ147003700350D92,30,0,30,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
416,13678,A,"2025-03-28","2025-03-28",N,CAJ147003700350D92,30,0,30,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
417,13678,A,"2025-03-28","2025-03-28",N,CAJ147003700350D92,30,0,30,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
418,13678,A,"2025-03-28","2025-03-28",N,CAJ147003700350D92,30,0,30,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
419,13678,A,"2025-03-28","2025-03-28",N,CAJ147003700350D92,30,0,30,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
420,13678,A,"2025-03-28","2025-03-28",N,SEP035003400007D92,30,0,30,425.00,PROTECTOR 350*340 D92 SEP.,BELLTECH AUTOSERVICIOS S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
421,13678,A,"2025-03-28","2025-03-28",N,SEP035003400007D92,30,0,30,425.00,PROTECTOR 350*340 D92 SEP.,BELLTECH AUTOSERVICIOS S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
422,13678,A,"2025-03-28","2025-03-28",N,SEP027010500003C20,30,0,30,545.00,PROTECTOR PANTALLA 270*1050 C20 SEP 3 PLIZ.,BELLTECH AUTOSERVICIOS S.A. ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
423,13678,A,"2025-03-28","2025-03-28",N,CUB03600340003010C,30,0,30,474.00,PROTECTOR CABEZAL 360*340*30 10C C1.,BELLTECH AUTOSERVICIOS S.A. ,P017,EMPLACADO,PROCESO DE EMPLACADO C1,54,600
424,13678,A,"2025-03-28","2025-03-28",N,CUB03600340003010C,30,0,30,474.00,PROTECTOR CABEZAL 360*340*30 10C C1.,BELLTECH AUTOSERVICIOS S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15,2160
425,13678,A,"2025-03-28","2025-03-28",N,CUB03600340003010C,30,0,30,474.00,PROTECTOR CABEZAL 360*340*30 10C C1.,BELLTECH AUTOSERVICIOS S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
426,13678,A,"2025-03-28","2025-03-28",N,CUB03600340003010C,30,0,30,474.00,PROTECTOR CABEZAL 360*340*30 10C C1.,BELLTECH AUTOSERVICIOS S.A. ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
427,13679,A,"2025-03-31","2025-04-11",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
428,13679,A,"2025-03-31","2025-04-11",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
429,13679,A,"2025-03-31","2025-04-11",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
430,13680,A,"2025-03-31","2025-04-17",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
431,13680,A,"2025-03-31","2025-04-17",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
432,13680,A,"2025-03-31","2025-04-17",N,REL0950002139.509B,5000,0,5000,759.00,RELLENO 95C21 39.5 09B CELDA 287,MAFOR S.A. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
433,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P002,IMPRESION,PROCESO DE IMPRESION ,60,700
434,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
435,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
436,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
437,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P024,OTRO,PROCESO DE PRENSADO,60,1520
438,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P025,OTRO,PROCESO DE DOBLADO,90,360
439,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
440,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
441,13681,A,"2025-03-31","2025-04-10",N,EMP082008201020D99,2,0,2,35577.00,BIN 410*410*410*1020 D99 O3 OCTOCABLE,COBRE CERRILLOS S.A. ,P030,IMPRESION,PROCESO DE IMPRESION 3,180,200
442,13681,A,"2025-03-31","2025-04-10",N,TRO093009300007D94,2,0,2,1923.00,FONDO 386*386 D94 TRO SEP OCTOCABLE,COBRE CERRILLOS S.A. ,P007,OTRO,PROCESO AMARRADO,10,3250
443,13681,A,"2025-03-31","2025-04-10",N,TRO093009300007D94,2,0,2,1923.00,FONDO 386*386 D94 TRO SEP OCTOCABLE,COBRE CERRILLOS S.A. ,P029,TROQUELADO,PROCESO DE TROQUELADO,5,6500
444,13681,A,"2025-03-31","2025-04-10",N,TRO093009300007D94,2,0,2,1923.00,FONDO 386*386 D94 TRO SEP OCTOCABLE,COBRE CERRILLOS S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
445,13681,A,"2025-03-31","2025-04-10",N,TRO140014000200C30,4,0,4,3648.00,TAPA 415*415*415*200 C30 TRO OCTOCABLE,COBRE CERRILLOS S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
446,13681,A,"2025-03-31","2025-04-10",N,CAJ04120412101009B,2,0,2,3871.00,CAJA 206*206*1010*200 C20 TU OCTOCABLE 1010,COBRE CERRILLOS S.A. ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
447,13681,A,"2025-03-31","2025-04-10",N,CAJ04120412101009B,2,0,2,3871.00,CAJA 206*206*1010*200 C20 TU OCTOCABLE 1010,COBRE CERRILLOS S.A. ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
448,13681,A,"2025-03-31","2025-04-10",N,CAJ04120412101009B,2,0,2,3871.00,CAJA 206*206*1010*200 C20 TU OCTOCABLE 1010,COBRE CERRILLOS S.A. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
449,13681,A,"2025-03-31","2025-04-10",N,CAJ04120412101009B,2,0,2,3871.00,CAJA 206*206*1010*200 C20 TU OCTOCABLE 1010,COBRE CERRILLOS S.A. ,P051,OTRO,PROCESO DE AJUSTE 100,1,1
450,13681,A,"2025-03-31","2025-04-10",N,CAJ04120412101009B,2,0,2,3871.00,CAJA 206*206*1010*200 C20 TU OCTOCABLE 1010,COBRE CERRILLOS S.A. ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
451,13681,A,"2025-03-31","2025-04-10",N,TER115011500110PLL,2,0,2,13899.00,PALLET MADERA 1150*1150*110,COBRE CERRILLOS S.A. ,"",OTRO,"",0,0
452,13682,A,"2025-04-01","2025-04-17",N,SEP09000700000210E,2000,0,2000,531.00,SEPARADOR 900*700 10E,PLASKOLITE SUD S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
453,13682,A,"2025-04-01","2025-04-17",N,SEP09000700000210E,2000,0,2000,531.00,SEPARADOR 900*700 10E,PLASKOLITE SUD S.A. ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
454,13682,A,"2025-04-01","2025-04-17",N,SEP09000700000210E,2000,0,2000,531.00,SEPARADOR 900*700 10E,PLASKOLITE SUD S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
455,13682,A,"2025-04-01","2025-04-17",N,EMP050001200014D92,4000,0,4000,462.00,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87,380
456,13682,A,"2025-04-01","2025-04-17",N,EMP050001200014D92,4000,0,4000,462.00,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15,2160
457,13682,A,"2025-04-01","2025-04-17",N,EMP050001200014D92,4000,0,4000,462.00,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
458,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
459,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
460,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
461,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P018,TROZADO,PROCESO DE TROZADO,45,750
462,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
463,13683,A,"2025-04-01","2025-04-25",N,CAJ046001850235C20,700,0,700,845.00,CAJA 460*185*235 C20 NO.,MBL FARM SPA ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
464,13684,A,"2025-04-01","2025-04-25",N,CAJ063001551960D92,1,0,1,11176.00,CAJA 630*155*1960 D92 TR.,BELLTECH AUTOSERVICIOS S.A. ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
465,13684,A,"2025-04-01","2025-04-25",N,CAJ063001551960D92,1,0,1,11176.00,CAJA 630*155*1960 D92 TR.,BELLTECH AUTOSERVICIOS S.A. ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
466,13684,A,"2025-04-01","2025-04-25",N,CAJ063001551960D92,1,0,1,11176.00,CAJA 630*155*1960 D92 TR.,BELLTECH AUTOSERVICIOS S.A. ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
467,13684,A,"2025-04-01","2025-04-25",N,CAJ063001551960D92,1,0,1,11176.00,CAJA 630*155*1960 D92 TR.,BELLTECH AUTOSERVICIOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
468,13684,A,"2025-04-01","2025-04-25",N,CAJ063001551960D92,1,0,1,11176.00,CAJA 630*155*1960 D92 TR.,BELLTECH AUTOSERVICIOS S.A. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
469,13684,A,"2025-04-01","2025-04-25",N,CAJ080006100510D92,1,0,1,9822.00,CAJA 800*610*510 D92 TN.,BELLTECH AUTOSERVICIOS S.A. ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
470,13684,A,"2025-04-01","2025-04-25",N,CAJ080006100510D92,1,0,1,9822.00,CAJA 800*610*510 D92 TN.,BELLTECH AUTOSERVICIOS S.A. ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
471,13684,A,"2025-04-01","2025-04-25",N,CAJ080006100510D92,1,0,1,9822.00,CAJA 800*610*510 D92 TN.,BELLTECH AUTOSERVICIOS S.A. ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
472,13684,A,"2025-04-01","2025-04-25",N,EMP06000495009010C,2,0,2,1846.00,PROTECTOR 600*495*90 10C C1,BELLTECH AUTOSERVICIOS S.A. ,P017,EMPLACADO,PROCESO DE EMPLACADO C1,54,600
473,13684,A,"2025-04-01","2025-04-25",N,EMP06000495009010C,2,0,2,1846.00,PROTECTOR 600*495*90 10C C1,BELLTECH AUTOSERVICIOS S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15,2160
474,13684,A,"2025-04-01","2025-04-25",N,EMP06000495009010C,2,0,2,1846.00,PROTECTOR 600*495*90 10C C1,BELLTECH AUTOSERVICIOS S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
475,13684,A,"2025-04-01","2025-04-25",N,EMP06000495009010C,2,0,2,1846.00,PROTECTOR 600*495*90 10C C1,BELLTECH AUTOSERVICIOS S.A. ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
476,13684,A,"2025-04-01","2025-04-25",N,SEP046004700007D92,1,0,1,542.00,SEPARADOR 460*470 D92 SEP.,BELLTECH AUTOSERVICIOS S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
477,13684,A,"2025-04-01","2025-04-25",N,SEP046004700007D92,1,0,1,542.00,SEPARADOR 460*470 D92 SEP.,BELLTECH AUTOSERVICIOS S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
478,13685,A,"2025-04-02","2025-04-25",N,CAJ147003700350D92,1,0,1,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
479,13685,A,"2025-04-02","2025-04-25",N,CAJ147003700350D92,1,0,1,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
480,13685,A,"2025-04-02","2025-04-25",N,CAJ147003700350D92,1,0,1,10239.00,CAJA 1470*370*350 D92 NO,BELLTECH AUTOSERVICIOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
